,id,tweet,subtask_a,subtask_b,subtask_c
12499,35651, this settled never see jury we never know truth maybe grabbed first swapping spit really stupid grab her either way i doubt ever know complete truth,OFF,TIN,IND
12500,90150, boycotting nfl rest life,OFF,TIN,OTH
12501,62393, god terrible,OFF,TIN,IND
12502,70288, amazing much money thrown guy liberals freaking out beto epitomizes everything wrong america vote cruz,OFF,TIN,GRP
12503,63341,  god god,NOT,,
12504,13108,  i want  thank god i hospital get revived,NOT,,
12505,51454,   people speak gun control amp gun violence if dont see youre choosing pay attention amp thats wilful ignorance part,NOT,,
12506,71122, trying smoke followers also antifa shrewd,NOT,,
12507,40131,  bloodsport forget monologue jackson describing big monster think s,OFF,TIN,IND
12508,43345, back offf he is my bean,NOT,,
12509,93541,   alt rightlmaonope were marxists socialismsucks,NOT,,
12510,36339, hey bono why turn dublin hotel refugees asshole,OFF,TIN,IND
12511,24151,  because nothing opportunistic lying sack human waste paid left turn tv ed,OFF,TIN,IND
12512,76414,   oh yeah im sure wait certain amount time talking gun control right im sure saying thing people using dead push laws nothing right,OFF,TIN,GRP
12513,70862, likely shift he political operative gop this lifelong dream many working towards outcome decades its sad,OFF,UNT,
12514,51246,   please point isnt true do shitlibs love austerity slashing public funding do love privatization are social policies anything empty gestures has anyone thread referred drug fraud far right no so true ,NOT,,
12515,27251,resist   why dems amp msm blasting this story i imagine false stories conservatives count ,NOT,,
12516,52388, what actor joe biden isand thats alll is a fake phony actor get stage joeyour time come amp gone we dregs society could care less preach,OFF,TIN,IND
12517,38775, please leave girlfriend alone i know good yall understand,NOT,,
12518,61513, bat nigga,OFF,TIN,GRP
12519,92373,       and president respects that you liberals not,OFF,TIN,GRP
12520,94685,  does hurt constantly apologize far right conservatives,NOT,,
12521,84702, hopefully joking i hate boycotting leftist entertainers i do stop saying stupid stuff,OFF,TIN,IND
12522,57402,      i always defend nd but nra i st joined promoting amp educating gun owners amp public guns no hypocrisy amy well except maybe part fyi i know lot liberals members nra i always agree,NOT,,
12523,19954,   as kid legal immigrants i attest  correct they follow law letter cases worked damn hard get legally wont anything risk status the illegals contempt laws pull scams ,OFF,TIN,IND
12524,79755,   where capital police why let leftist make joke laws maga arrestclintoncrimegangalready nochainmigration trump spygate ig report proves seditious conspiracy uscodechsec yep yrs jail time,NOT,,
12525,33965,   cnn amp others involved conspiracy theories amp propaganda protect antifa so i guess  bill amp  bills propaganda protect state media ,NOT,,
12526,89316,    three soft little figure skating ballerinas,NOT,,
12527,57449,  the republicans nancy pelosi working class they demonized help rich thank you nancy service little guys,NOT,,
12528,49289, because across country everyone recognizes high handed authoritarian gerrymandering democratic subversion only self serving ontario conservatives speak this,NOT,,
12529,81420,  liberals want hear juanita broderick she ignored liberals want hear keith ellisons accuser double standard,OFF,TIN,IND
12530,79215, she already proved hasnt clue things legislating really interest comments opinion,NOT,,
12531,15188,workout when fat belly insulin resistant fix medications fasting details  ,NOT,,
12532,27537, eric hussein need stfu go away too many americans died result fast furious gun running scheme gone bad eric even defied congressional subpoenas husseins backing despicable,OFF,UNT,
12533,99161,  thats i disgusted today i know thought celebration but thinks everything him i ever able forget horrible things done,OFF,TIN,IND
12534,67170, its liberals have its ever had they see everything prism race,NOT,,
12535,69516,  i love u kady real mvp,NOT,,
12536,70987, hey ontario liberals took billions amp gave multi national companies calling green energy plan dont worry hook another  yearsas real viable alternatives beyond hiding taxesthey nothingfordnation,NOT,,
12537,61904, complaining sps comments blames media himspath feeling certain way actually reading article basically saying shea know shit basically shut mouth,OFF,TIN,IND
12538,26138, a little bigger i like she needs join chubby chaser tour,NOT,,
12539,25091, you today,NOT,,
12540,76362,  hey yall take shit dms aight,NOT,,
12541,58171, no time political correctness it lie everyone knows this behind scenes liberals laughing take vote,NOT,,
12542,18314, climate always changes its climate frauds wealth redistribution scheme new,NOT,,
12543,90363,   rooney wont anything he one needs take action,NOT,,
12544,70334, so conservatives policy antisemitism does quote international recognition arent reporting much vigour done labour,NOT,,
12545,17281, still music,NOT,,
12546,39929,   basically psa spoonfeeding liberals exactly want hear rather confronting structural inequities part helped fosterimplement,NOT,,
12547,86366,     trump uses lot misdirection intentionally would need specifics referencing media screaming lying mostly spin it take wiretap claim instance trump correct they called liar  months,NOT,,
12548,61944,   i fuck hard,OFF,UNT,
12549,23193, he didnt say raped daughters friend  years old long committed suicide,OFF,TIN,IND
12550,62590,  she lying,NOT,,
12551,10668,  you forgot run office disagree diane feinstein liberals wrong think,NOT,,
12552,18622,  isnt wat left amp liberals hve india ,NOT,,
12553,49371, that much projection even doozy far left democratic socialist antifa members  amazing,NOT,,
12554,46354, she witch,OFF,TIN,IND
12555,82730,   i thinking inconceivable someone trying meddle peoples minds regarding gun control i doubleminded use arms i peacemaker shoot could start big war gt,OFF,UNT,
12556,22955, josh i fucking loli robot,OFF,UNT,
12557,10054,   traitor whoever is,OFF,TIN,IND
12558,38508,political unmasking team trump must be prosecuted  american thinker   maga pjnet kag trumptrain trumptrain   tw,NOT,,
12559,69633, hey brian tell us time voted liberals take guns away ,NOT,,
12560,92277, conway say louder fellow maga trumpkins horrible peiple insulting her ,OFF,TIN,IND
12561,29928,  yall really change name assault rifle coming second amendment advocate puts wrong name rifle gun control lobby its assault rifle its normal rifle,NOT,,
12562,89144,  msmdemocratsliberals describe antifa peaceful demonstrators in opinion democrat army preparing war,NOT,,
12563,46365, does idiots actually listen say  sucks,OFF,TIN,GRP
12564,31306,tennessee conservatives rnrtn adefenders republicans prolifegen tngop libertarians prolife gaytriots rnr ccot are you part grow are you registering voters planned parenthood is pause think  it speaks volumes ,NOT,,
12565,75928,s biggest epidemic saying neoliberals mean liberals,NOT,,
12566,88002, hillary clinton potusoops,OFF,TIN,IND
12567,92561, looking forward seeing bringing market the rum market needed quality infusion quite time fingers crossed quality spiced rum,NOT,,
12568,48384, i conference call election president  minutes ted lieu discussing stop trump this guy supports antifa maxine mentor,NOT,,
12569,69418, just looks guy antifa written,NOT,,
12570,67765,theresamay need peoplesvote  ,NOT,,
12571,17631,                                                 and you do knowwhat antifa stands signifies,NOT,,
12572,81439, that is not scary at,NOT,,
12573,41543,   i read wages rebellion beautiful moments  made suspicious article confirmed them,NOT,,
12574,65556, those options weak situation lot complex to answer question tho star head big earned umpires shouldnt boycott people always want make example serena like never happened,NOT,,
12575,40597, what joe i swear seems like shit intentionally show us fans put us hospital heart attacks everybodyin ,OFF,TIN,IND
12576,11050, yea gun control debate just slurs,NOT,,
12577,31005, you hero,NOT,,
12578,20618, president obama did i miss something this he still believes president able accept reality,NOT,,
12579,54059,   lmao and yet its called gauteng  dude say arguing sake wanting lose nguni land ahahahahahaha do know vaal called lekwa do know king tshwane is do even know thulare is dude im done you,NOT,,
12580,65122,  this whats matter hollywood liberals ,NOT,,
12581,51765, i guess id like see thought put nothing burgers made confidential i really know going series tweets chair misleading public amount disclosure amp threatening sen,NOT,,
12582,76187, live westminster utter bulshit conservatives cear nothing people living social housing look grenfell amp its tenants need say merits speak louder words amp tory words empty promises,OFF,TIN,GRP
12583,34900,  you name calling decorated disabled veteran  shame you know subject making slanderous remarks,OFF,TIN,IND
12584,86963, gonna call bullshit one,OFF,UNT,
12585,25139, she scuttlebutt queen,NOT,,
12586,81008, he get deserves,NOT,,
12587,61760,  do hate much he our president,OFF,TIN,IND
12588,65353, i tried follow you how different liberals pandering dairy monopoly offensive principal practise the ppc party may option reflects values it takes fortitude right,NOT,,
12589,51828,  she blind fool make america great america first americans understand difference people voted donald j trump ex  obama policies complete failure lets seat back enjoy  show starting barack obama,OFF,TIN,OTH
12590,71735,  thats liberals interoperate law one reason make sure flood courts conservative judges,NOT,,
12591,38799, she adorable,NOT,,
12592,80722,              andre cury earned  million neymars transfer psg,NOT,,
12593,60399, maybe used peers ,NOT,,
12594,56563, does penn state produce criminals too,NOT,,
12595,24398,politics government liberals wont like this gt  says  took call  talked plan  via ,NOT,,
